,name,url,loca,entre,info
306,Bobobox,https://bobobox.co.id/,Endeavor Indonesia ,"          Indra Gunawan ,           Antonius Bong ","Bobobox proudly originated in Bandung, Indonesia, in March 2018 with a vision to democratize quality living experiences with a fantastic sleeping lifestyle through innovative technology, modularity, and hospitality. The company offers a range of creative sleeping spaces for different lifestyles, including Bobobox hotels and cabins.
"
307,Bodytech,https://www.bodytech.com.co,Endeavor Colombia ,          Gigliola Aycardi Batista ,"Bodytech is a chain of health and fitness centers in Latin America.
"
308,Bold,https://www.bold.co/,Endeavor Colombia ,"          Ana Maria Sandoval ,           Jose Fernando Velez ","Bold is building a digital bank for SMEs in Colombia. Bold’s first product, a low-cost payment terminal, allows entrepreneurs from small and medium enterprises to receive payments using a credit or debit card from Mastercard, Visa, or American Express.
"
309,BONX,https://bonx.co/en/,Endeavor Japan ,"                    Koji Minegishi                     ,           Takahiro Miyasaka  ","BONX is a communication technology company that produces stylish Bluetooth headsets as well as a mostly handsfree VoIP system for groups communicating with unreliable Internet connections.
"
310,Brisanet,http://www.brisanet.com.br/,Endeavor Brazil ,          Roberto Nogueira ,"Brisanet is the biggest independent fiber optic internet provider in Brazil, connecting millions of households in rural Northeast region to the world. The company went public on B3 in July 2021.
"
311,Brodo,http://www.bro.do,Endeavor Indonesia ,          Muhammad Yukka Harlanda  ,"Brodo is Indonesia’s first direct to consumer footwear company. Brodo utilizes and supports quality shoemakers and factories in the country to create purposeful contemporary products that meet the needs of an increasingly stylish and lifestyle-minded customer.
"
312,Brooklyn FitBoxing,http://www.brooklynfitboxing.com,Endeavor Spain ,          Pablo Nebrera ,"Brooklyn Fitboxing is a franchised boutique fitness concept which combines music, non-contact boxing, and high-intensity interval training (HIIT) in a way that is approachable and fun for all levels.
"
313,BSale,http://www.bsale.cl,Endeavor Chile ,"          Elvira Montero Prieto  ,                     Gustavo Montero Prieto                    ","BSale has created an operational management solution that replaces the spreadsheets, notes and receipts SMEs in LatAm usually depend on to manage procurement and sales.
"
314,Buffalo Burger,https://www.thebuffaloburger.com/,Endeavor Egypt ,"          Suhail Torky ,           Luay Torky ","Buffalo Burger is a local fast food burger chain with over 30 branches across the country leveraging a franchise model.
"
315,BuinZoo,http://www.buinzoo.cl,Endeavor Chile ,          Ignacio Idalsoaga  ,"Buin Zoo is Chile’s leading zoo for animal care, education, and conservation, pioneering the concept of education through entertainment.
"
316,Buk,https://www.buk.cl/,Endeavor Chile ,"          Jaime Arrieta ,           Felipe Sateler ,           Santiago Lira ","Buk is a Chilean HR tech company, creating a more efficient tool for companies to automate their HR processes. Buk is present the entire life cycle of an employee, from the selection process to off-boarding. 
"
317,Bunch,http://bunch.live/,Endeavor Turkey ,          Selçuk Atlı ,"Bunch is the first app that allows people to group video chat while playing mobile games.
"
318,Bunny Studio,https://bunnystudio.com/,Endeavor Colombia ,"          Tania Zapata ,           Alex Torrenegra ,           Santiago Jaramillo ","Bunny Studio is a marketplace to outsource creative projects quickly, easily and affordably: voiceovers, voice acting, dubbing, scriptwriting, content creation and transcreation to several languages.
"
319,Buscalibre,http://www.buscalibre.com,Endeavor Chile ,"          Eduardo Stekel  ,                     Alan Strauss                    ,           Boris Kraizel  ","Buscalibre is the largest virtual bookstore in Chile.
"
320,Business News Americas,http://www.bnamericas.com,Endeavor Chile ,          Greg Barton  ,"Business News Americas is a subscription-based service providing elite industry-specific information in English and Spanish to Latin America’s business leaders and decision-makers via a daily, real-time Internet news service. 
"
321,Buzzoole,https://buzzoole.com/,Endeavor Italy ,          Gennaro Varriale  ,"Buzzoole is a marketing services company that automates, manages and measures investments with influencers using proprietary technology.
"
322,CallForce,https://www.linkedin.com/in/candice-roberts/?originalSubdomain=za,Endeavor South Africa ,          Candice Roberts ,"CallForce provides outsourced contact center solutions to blue chip corporate clients across the global market.
"
323,Campo Vivo,http://www.campovivo.com.mx/,Endeavor Mexico ,          Mateo Dornier ,"Campo Vivo produces, processes and distributes high quality organic products certified by the Mexican market. 
"
324,Campoalto,http://www.campoalto.edu.co,Endeavor Colombia ,"          Alvaro Hoffmann ,           Hugo Fernando Novoa ,           Andrés Angulo ","Campoalto is an institution of Education for Work and Human Development that provides low income populations with high-quality training programs. 
"
325,Capitaria,http://www.capitaria.com,Endeavor Chile ,"                    Andrés Rojas                    ,           Cristóbal Forno ,           Erwin Andia ,                     Nicolás Gallard                    ","Capitaria provides timely information and a platform so that in one click people can take control of their investments and access the world’s markets.
"
326,Capture Higher Ed,http://capturehighered.com,Endeavor Louisville ,"          Leonard Napolitano ,           Steve Huey ","Capture Higher Ed offers a path towards a smarter, more streamlined recruiting cycle through a machine learning-enabled analytics platform.
"
327,Caramba!,https://www.caramba.agency/,Endeavor Argentina ,          Tito Loizeau ,"Caramba! is a marketing agency offering clients across the US and Latam consumer and trade promotions, shopper marketing activations, and loyalty programs for salesforce and distribution channels.
"
328,Carbon,https://onefi.co/,Endeavor Nigeria ,"          Ngozie Dozie ,           Chijioke Dozie ","Carbon is a pan-African digital bank offering savings, current accounts, loans, insurance, and P2P transfers.
"
329,CardioDiagnostics,http://www.cardiodiagnostics.net/,Endeavor Lebanon ,          Ziad Sankari ,"CardioDiagnostics is a medical technology company specialized in cardiac care solutions. 
"
330,Carthage LLC,https://www.lamegara.com/,Endeavor Tunisia ,          Nadhem Boudoukhane ,"Carthage produces high-quality mediterranean, natural food and home goods, such as the Wax Wrap (plastic wrap alternative), primarily targeting the US and European markets.
"
331,CARTO,https://carto.com/,Endeavor Spain ,          Javier de la Torre  ,"CARTO is a Location Intelligence platform. Data Scientists, developers and analysts use CARTO to optimize their organization’s business processes and predict future outcomes. Using spatial data and analysis, they can improve the efficiency of delivery routes, better behavioral marketing, strategic store placements, and much more. 
"
332,Casa do Construtor,http://www.casadoconstrutor.com.br,Endeavor Brazil ,"          Expedito Arena ,           Altino Cristofoletti Junior  ","Casa do Construtor provides solutions for equipment rental in Brazil, including for construction, cleaning and gardening. 
"
333,Casai,https://casai.com/en?currency=USD,Endeavor Mexico ,"          Maricarmen Herrerías ,           Nico Barawid ","Casai is a tech startup changing the world of hospitality, starting in Mexico and Brazil. Casai delivers expertly curated spaces with first-class comfort, local authenticity, sophisticated design, and smart home technology, all with a seamless guest experience.
"
334,Cellulant,http://www.cellulant.com/,Endeavor Kenya ,"          Ken Njoroge ,           Bolaji Akinboro ","Cellulant is the leading electronic payment service in Africa, connecting customers with banks and utility services to create a more efficient payment ecosystem.
"
335,Centaur,http://centaur.ag,Endeavor Greece ,          Sotiris Bantas ,"Centaur uses wireless IoT sensors to closely monitoring perishable products, reducing post-harvest losses during transportation and storage.
"
336,CEPA,https://www.cepasafedrive.com,Endeavor Uruguay ,"          Rosina Cammarota ,           Fernando Cammarota  ","Founded by a former competitive racing driver, CEPA specializes in driver training and accident prevention consulting. 
"
337,Cequens,http://cequens.com,Endeavor Egypt ,          Karim Khorshed ,"Cequens is a cloud communication platform that provides omni-channel communication APIs, enabling enterprises and developers to communicate with their customer base worldwide.
"
338,CERC,https://www.cerc.inf.br/,Endeavor Brazil ,"          Marcelo Maziero ,           Fernando Fontes ","CERC was designed to increase the representation of receivables in the Brazilian market and address the use of receivables to foment the wider credit offering with lower costs for smaller companies, unlocking huge sums in credit value. CERC functions as a generalized and unified ledger to address these issues.
"
339,CERS,https://www.cers.com.br/,Endeavor Brazil ,          Renato Saraiva ,"CERS provides massive online open courses taught by the most renowned teachers in Brazil.
"
340,Chazki,https://chazki.com/,Endeavor Peru ,          Gonzalo Begazo ,"Chazki improves the urban logistics and package delivery experience for e-commerce companies and customers. Its web and mobile platform enables the distribution of packages and real-time order tracking, increasing the speed of delivery.
"
